CURSO,CÓDIGO DE TURMA,TURMA,TEORIA,PRÁTICA,CAMPUS,TURNO,T-P-E-I,VAGAS TOTAIS,VAGAS REMANESCENT ES,TURMAS ALTA DEMANDA,DOCENTE TEORIA,DOCENTE TEORIA 2,DOCENTE PRÁTICA,DOCENTE PRÁTICA 2
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB1BCN0405-15SA,INTRODUÇÃO ÀS EQUAÇÕES DIFERENCIAIS ORDINÁRIAS B1-Noturno (SA),"terça das 19:00 às 21:00, semanal ; sexta das 21:00 às 23:00, semanal",,SA,Noturno,4-0-4,90,21,-,EDSON ALEX ARRAZOLA IRIARTE,0,0,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB1BCN0405-15SB,INTRODUÇÃO ÀS EQUAÇÕES DIFERENCIAIS ORDINÁRIAS B1-Noturno (SB),"terça das 19:00 às 21:00, semanal ; sexta das 21:00 às 23:00, semanal",,SB,Noturno,4-0-4,90,75,-,CLEBER FERNANDO COLLE,0,0,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DB2BCN0405-15SA,INTRODUÇÃO ÀS EQUAÇÕES DIFERENCIAIS ORDINÁRIAS B2-Matutino (SA),"terça das 08:00 às 10:00, semanal ; sexta das 10:00 às 12:00, semanal",,SA,Matutino,4-0-4,90,40,-,RENATO MENDES COUTINHO,0,0,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB2BCN0405-15SA,INTRODUÇÃO ÀS EQUAÇÕES DIFERENCIAIS ORDINÁRIAS B2-Noturno (SA),"terça das 19:00 às 21:00, semanal ; sexta das 21:00 às 23:00, semanal",,SA,Noturno,4-0-4,90,0,-,MARIJANA BRTKA,0,0,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DA1NHZ1037-15SB,PARASITOLOGIA A1-Matutino (SB),"terça das 14:00 às 17:00, semanal",,SB,Matutino,3-0-3,30,0,SIM,MARCIA APARECIDA SPERANCA,0,0,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DA1BCS0004-25SA,PRÁTICAS EXTENSIONISTAS EM LETRAMENTO DIGITAL A1-Matutino (SA) - Carga Horária Extensionista,,"terça das 16:00 às 18:00, semanal ; sexta das 14:00 às 16:00, semanal",SA,Matutino,0-4-4-8,45,1,-,0,0,KARLA VITTORI,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DA1BCS0004-25SB,PRÁTICAS EXTENSIONISTAS EM LETRAMENTO DIGITAL A1-Matutino (SB) - Carga Horária Extensionista,,"terça das 16:00 às 18:00, semanal ; sexta das 14:00 às 16:00, semanal",SB,Matutino,0-4-4-8,30,11,-,0,0,CLAUDIA MARIA ARANTES DE ASSIS SAAR,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NA1BCS0004-25SA,PRÁTICAS EXTENSIONISTAS EM LETRAMENTO DIGITAL A1-Noturno (SA) - Carga Horária Extensionista,,"terça das 21:00 às 23:00, semanal ; sexta das 19:00 às 21:00, semanal",SA,Noturno,0-4-4-8,48,0,SIM,0,0,SILVIA CRISTINA DOTTA,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DA2BCS0004-25SA,PRÁTICAS EXTENSIONISTAS EM LETRAMENTO DIGITAL A2-Matutino (SA) - Carga Horária Extensionista,,"sexta das 14:00 às 16:00, semanal ; terça das 16:00 às 18:00, semanal",SA,Matutino,0-4-4-8,45,4,-,0,0,DENISE HIDEKO GOYA,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DA1BCM0505-22SB,PROCESSAMENTO DA INFORMAÇÃO A1-Matutino (SB),,"segunda das 14:00 às 16:00, semanal ; quarta das 16:00 às 18:00, semanal",SB,Matutino,0-4-4,42,26,-,0,0,GEIZA CRISTINA DA SILVA,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NA1BCM0505-22SB,PROCESSAMENTO DA INFORMAÇÃO A1-Noturno (SB),,"segunda das 19:00 às 21:00, semanal ; quarta das 21:00 às 23:00, semanal",SB,Noturno,0-4-4,42,17,-,0,0,ROGERIO PERINO DE OLIVEIRA NEVES,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DA2BCM0505-22SA,PROCESSAMENTO DA INFORMAÇÃO A2-Matutino (SA),,"segunda das 14:00 às 16:00, semanal ; quarta das 16:00 às 18:00, semanal",SA,Matutino,0-4-4,48,7,-,0,0,EDSON PINHEIRO PIMENTEL,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NA2BCM0505-22SA,PROCESSAMENTO DA INFORMAÇÃO A2-Noturno (SA),,"segunda das 19:00 às 21:00, semanal ; quarta das 21:00 às 23:00, semanal",SA,Noturno,0-4-4,48,0,-,0,0,CARLOS DA SILVA DOS SANTOS,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NA3BCM0505-22SA,PROCESSAMENTO DA INFORMAÇÃO A3-Noturno (SA),,"segunda das 19:00 às 21:00, semanal ; quarta das 21:00 às 23:00, semanal",SA,Noturno,0-4-4,40,0,-,0,0,ANDRE LUIZ BRANDAO,0
CURSO,CÓDIGO DE TURMA,TURMA,TEORIA,PRÁTICA,CAMPUS,TURNO,T-P-E-I,VAGAS TOTAIS,VAGAS REMANESCENT ES,TURMAS ALTA DEMANDA,DOCENTE TEORIA,DOCENTE TEORIA 2,DOCENTE PRÁTICA,DOCENTE PRÁTICA 2
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB1BCM0505-22SA,PROCESSAMENTO DA INFORMAÇÃO B1-Noturno (SA),,"segunda das 21:00 às 23:00, semanal ; quarta das 19:00 às 21:00, semanal",SA,Noturno,0-4-4,32,0,-,0,0,WAGNER TANAKA BOTELHO,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB1BCM0505-22SB,PROCESSAMENTO DA INFORMAÇÃO B1-Noturno (SB),,"quarta das 19:00 às 21:00, semanal ; segunda das 21:00 às 23:00, semanal",SB,Noturno,0-4-4,42,22,-,0,0,ROGERIO PERINO DE OLIVEIRA NEVES,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB2BCM0505-22SA,PROCESSAMENTO DA INFORMAÇÃO B2-Noturno (SA),,"segunda das 21:00 às 23:00, semanal ; quarta das 19:00 às 21:00, semanal",SA,Noturno,0-4-4,48,0,-,0,0,CARLOS DA SILVA DOS SANTOS,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB3BCM0505-22SA,PROCESSAMENTO DA INFORMAÇÃO B3-Noturno (SA),,"segunda das 21:00 às 23:00, semanal ; quarta das 19:00 às 21:00, semanal",SA,Noturno,0-4-4,40,25,-,0,0,ANDRE LUIZ BRANDAO,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DA1BCS0002-25SA,PROJETO DIRIGIDO A1-Matutino (SA) - Carga Horária Extensionista,"quinta das 08:00 às 10:00, semanal",,SA,Matutino,0-2-2-10,45,0,-,0,0,MATHEUS FORTES SANTOS,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DA1BCS0002-25SB,PROJETO DIRIGIDO A1-Matutino (SB) - Carga Horária Extensionista,"quinta das 08:00 às 10:00, semanal",,SB,Matutino,0-2-2-10,42,28,-,0,0,PATRICIA MARIA VANZELLA,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NA1BCS0002-25SA,PROJETO DIRIGIDO A1-Noturno (SA) - Carga Horária Extensionista,"quinta das 19:00 às 21:00, semanal",,SA,Noturno,0-2-2-10,45,0,-,0,0,MARCELO CHUEI MATSUDO,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NA1BCS0002-25SB,PROJETO DIRIGIDO A1-Noturno (SB) - Carga Horária Extensionista,"quinta das 19:00 às 21:00, semanal",,SB,Noturno,0-2-2-10,42,11,-,0,0,MARCELA BERMUDEZ ECHEVERRY,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NA2BCS0002-25SA,PROJETO DIRIGIDO A2-Noturno (SA) - Carga Horária Extensionista,"quinta das 19:00 às 21:00, semanal",,SA,Noturno,0-2-2-10,45,0,-,0,0,GILSON LAMEIRA DE LIMA,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NA3BCS0002-25SA,PROJETO DIRIGIDO A3-Noturno (SA) - Carga Horária Extensionista,"quinta das 19:00 às 21:00, semanal",,SA,Noturno,0-2-2-10,45,0,-,0,0,JOEL DAVID MELO TRUJILLO,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DB1BCS0002-25SA,PROJETO DIRIGIDO B1-Matutino (SA) - Carga Horária Extensionista,"quinta das 10:00 às 12:00, semanal",,SA,Matutino,0-2-2-10,45,3,-,0,0,MARCELA SORELLI CARNEIRO RAMOS,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DB1BCS0002-25SB,PROJETO DIRIGIDO B1-Matutino (SB) - Carga Horária Extensionista,"quinta das 10:00 às 12:00, semanal",,SB,Matutino,0-2-2-10,42,19,-,0,0,PATRICIA MARIA VANZELLA,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB1BCS0002-25SA,PROJETO DIRIGIDO B1-Noturno (SA) - Carga Horária Extensionista,"quinta das 21:00 às 23:00, semanal",,SA,Noturno,0-2-2-10,45,0,-,0,0,FULVIO RIELI MENDES,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB1BCS0002-25SB,PROJETO DIRIGIDO B1-Noturno (SB) - Carga Horária Extensionista,"quinta das 21:00 às 23:00, semanal",,SB,Noturno,0-2-2-10,42,15,-,0,0,FERNANDO AUGUSTO DE OLIVEIRA,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB2BCS0002-25SA,PROJETO DIRIGIDO B2-Noturno (SA) - Carga Horária Extensionista,"quinta das 21:00 às 23:00, semanal",,SA,Noturno,0-2-2-10,45,0,-,0,0,CRHISTIAN RAFFAELO BALDO,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DA1BCL0307-15SA,TRANSFORMAÇÕES QUÍMICAS A1-Matutino (SA),"terça das 14:00 às 16:00, semanal ; sexta das 16:00 às 18:00, quinzenal II","quinta das 16:00 às 18:00, semanal",SA,Matutino,3-2-6,30,0,-,RAFAELA VALERO DA SILVA,0,DIOGO LIBRANDI DA ROCHA,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DA1BCL0307-15SB,TRANSFORMAÇÕES QUÍMICAS A1-Matutino (SB),"terça das 14:00 às 16:00, semanal ; sexta das 16:00 às 18:00, quinzenal II","quinta das 16:00 às 18:00, semanal",SB,Matutino,3-2-6,30,11,-,ANDRE SARTO POLO,0,JOSE MIRANDA DE CARVALHO JUNIOR,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NA1BCL0307-15SA,TRANSFORMAÇÕES QUÍMICAS A1-Noturno (SA),"terça das 19:00 às 21:00, semanal ; sexta das 21:00 às 23:00, quinzenal II","quinta das 21:00 às 23:00, semanal",SA,Noturno,3-2-6,30,9,-,MIRIAM UEMI,0,RODRIGO MAGHDISSIAN CORDEIRO,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,DA2BCL0307-15SA,TRANSFORMAÇÕES QUÍMICAS A2-Matutino (SA),"terça das 14:00 às 16:00, semanal ; sexta das 16:00 às 18:00, quinzenal II","quinta das 16:00 às 18:00, semanal",SA,Matutino,3-2-6,30,0,-,RAFAELA VALERO DA SILVA,0,MIRIAM UEMI,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NA2BCL0307-15SA,TRANSFORMAÇÕES QUÍMICAS A2-Noturno (SA),"terça das 19:00 às 21:00, semanal ; sexta das 21:00 às 23:00, quinzenal II","quinta das 21:00 às 23:00, semanal",SA,Noturno,3-2-6,30,8,-,MIRIAM UEMI,0,WAGNER ALVES CARVALHO,0
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB1BCL0307-15SA,TRANSFORMAÇÕES QUÍMICAS B1-Noturno (SA),"terça das 21:00 às 23:00, semanal ; sexta das 19:00 às 21:00, quinzenal II","quinta das 19:00 às 21:00, semanal",SA,Noturno,3-2-6,30,0,-,MIRIAM UEMI,0,DIOGO LIBRANDI DA ROCHA,0
CURSO,CÓDIGO DE TURMA,TURMA,TEORIA,PRÁTICA,CAMPUS,TURNO,T-P-E-I,VAGAS TOTAIS,VAGAS REMANESCENT ES,TURMAS ALTA DEMANDA,DOCENTE TEORIA,DOCENTE TEORIA 2,DOCENTE PRÁTICA,DOCENTE PRÁTICA 2
BACHARELADO EM CIÊNCIA E TECNOLOGIA,NB2BCL0307-15SA,TRANSFORMAÇÕES QUÍMICAS B2-Noturno (SA),"terça das 21:00 às 23:00, semanal ; sexta das 19:00 às 21:00, quinzenal II","quinta das 19:00 às 21:00, semanal",SA,Noturno,3-2-6,30,0,-,MIRIAM UEMI,0,WAGNER ALVES CARVALHO,0
BACHARELADO EM CIÊNCIAS BIOLÓGICAS,DA1NHBB006-23SA,AÇÕES EXTENSIONISTAS EM FISIOLOGIA E SAÚDE A1-Matutino (SA) - Carga Horária Extensionista,"segunda das 08:00 às 10:00, semanal",,SA,Matutino,1-1-2-4,30,0,SIM,JOSE MARCOS SANCHES JUNIOR,0,JOSE MARCOS SANCHES JUNIOR,0
BACHARELADO EM CIÊNCIAS BIOLÓGICAS,DA1NHT1002-15SA,BIOÉTICA A1-Matutino (SA),"quarta das 08:00 às 10:00, semanal",,SA,Matutino,2-0-2,30,0,SIM,ANA PAULA DE MATTOS AREAS DAU,0,0,0
BACHARELADO EM CIÊNCIAS BIOLÓGICAS,NA1NHT1002-15SA,BIOÉTICA A1-Noturno (SA),"quarta das 19:00 às 21:00, semanal",,SA,Noturno,2-0-2,30,0,SIM,ANA PAULA DE MATTOS AREAS DAU,0,0,0
BACHARELADO EM CIÊNCIAS BIOLÓGICAS,DA1NHZ1077-15SA,BIOQUÍMICA CLÍNICA A1-Matutino (SA),"segunda das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, semanal","quinta das 10:00 às 12:00, semanal",SA,Matutino,4-2-4,30,24,-,TIAGO RODRIGUES,0,TIAGO RODRIGUES,0
BACHARELADO EM CIÊNCIAS BIOLÓGICAS,DA1NHT1013-15SA,BIOQUÍMICA FUNCIONAL A1-Matutino (SA),"segunda das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, semanal","quinta das 10:00 às 12:00, semanal",SA,Matutino,4-2-4,30,4,-,LUIZ ROBERTO NUNES,0,ANA CAROLINA SANTOS DE SOUZA GALVAO,0
BACHARELADO EM CIÊNCIAS BIOLÓGICAS,NA1NHT1013-15SA,BIOQUÍMICA FUNCIONAL A1-Noturno (SA),"segunda das 21:00 às 23:00, semanal ; quinta das 19:00 às 21:00, semanal","quinta das 21:00 às 23:00, semanal",SA,Noturno,4-2-4,30,0,-,JIRI BORECKY,0,JIRI BORECKY,0
BACHARELADO EM CIÊNCIAS BIOLÓGICAS,NA2NHT1013-15SA,BIOQUÍMICA FUNCIONAL A2-Noturno (SA),"segunda das 21:00 às 23:00, semanal ; quinta das 19:00 às 21:00, semanal","quinta das 21:00 às 23:00, semanal",SA,Noturno,4-2-4,30,0,-,JIRI BORECKY,0,WAGNER RODRIGO DE SOUZA,0
BACHARELADO EM CIÊNCIAS BIOLÓGICAS,DA1NHZ1014-15SA,BOTÂNICA ECONÔMICA A1-Matutino (SA),"terça das 10:00 às 12:00, semanal","sexta das 08:00 às 10:00, semanal",SA,Matutino,2-2-2,30,0,-,WAGNER RODRIGO DE SOUZA,0,WAGNER RODRIGO DE SOUZA,0
BACHARELADO EM CIÊNCIAS BIOLÓGICAS,DA1NHT1072-15SA,ECOLOGIA COMPORTAMENTAL A1-Matutino (SA),"segunda das 08:00 às 10:00, semanal ; quarta das 10:00 às 12:00, semanal",,SA,Matutino,2-2-4,30,0,SIM,CIBELE BIONDO,GUSTAVO MUNIZ DIAS,CIBELE BIONDO,GUSTAVO MUNIZ DIAS
BACHARELADO EM CIÊNCIAS BIOLÓGICAS,NA1NHT1072-15SA,ECOLOGIA COMPORTAMENTAL A1-Noturno (SA),"quarta das 21:00 às 23:00, semanal ; segunda das 19:00 às 21:00, semanal",,SA,Noturno,2-2-4,30,0,SIM,CIBELE BIONDO,GUSTAVO MUNIZ DIAS,CIBELE BIONDO,GUSTAVO MUNIZ DIAS
BACHARELADO EM CIÊNCIAS BIOLÓGICAS,NA1NHZ1026-15SA,EVOLUÇÃO MOLECULAR A1-Noturno (SA),"segunda das 21:00 às 23:00, quinzenal II; quinta das 19:00 às 21:00, semanal",,SA,Noturno,3-0-3,30,16,-,LUCIANA CAMPOS PAULINO,0,0,0
BACHARELADO EM CIÊNCIAS BIOLÓGICAS,DA1NHT1069-15SA,FISIOLOGIA VEGETAL I A1-Matutino (SA),"terça das 08:00 às 10:00, semanal ; quinta das 10:00 às 12:00, semanal","quinta das 08:00 às 10:00, semanal",SA,Matutino,4-2-3,30,16,-,RICARDO AUGUSTO LOMBELLO,DANILO DA CRUZ CENTENO,RICARDO AUGUSTO LOMBELLO,DANILO DA CRUZ CENTENO
BACHARELADO EM CIÊNCIAS BIOLÓGICAS,NA1NHT1069-15SA,FISIOLOGIA VEGETAL I A1-Noturno (SA),"terça das 19:00 às 21:00, semanal ; quinta das 21:00 às 23:00, semanal","quinta das 19:00 às 21:00, semanal",SA,Noturno,4-2-3,30,12,-,RICARDO AUGUSTO LOMBELLO,DANILO DA CRUZ CENTENO,RICARDO AUGUSTO LOMBELLO,DANILO DA CRUZ CENTENO
BACHARELADO EM CIÊNCIAS BIOLÓGICAS,DA1NHT1054-15SA,HISTOLOGIA E EMBRIOLOGIA A1-Matutino (SA),"terça das 10:00 às 12:00, semanal ; sexta das 08:00 às 10:00, semanal","sexta das 10:00 às 12:00, semanal",SA,Matutino,4-2-4,30,2,-,ARNALDO RODRIGUES DOS SANTOS JUNIOR,MARCELLA PECORA MILAZZOTTO,ARNALDO RODRIGUES DOS SANTOS JUNIOR,MARCELLA PECORA MILAZZOTTO
BACHARELADO EM CIÊNCIAS BIOLÓGICAS,NA1NHT1054-15SA,HISTOLOGIA E EMBRIOLOGIA A1-Noturno (SA),"terça das 19:00 às 21:00, semanal ; sexta das 19:00 às 21:00, semanal","terça das 21:00 às 23:00, semanal",SA,Noturno,4-2-4,30,3,-,MARCELLA PECORA MILAZZOTTO,ARNALDO RODRIGUES DOS SANTOS JUNIOR,MARCELLA PECORA MILAZZOTTO,ARNALDO RODRIGUES DOS SANTOS JUNIOR
BACHARELADO EM CIÊNCIAS BIOLÓGICAS,DA1NHZ1079-15SA,MODELAGEM MOLECULAR DE SISTEMAS BIOLÓGICOS A1-Matutino (SA),,"quarta das 14:00 às 18:00, semanal",SA,Matutino,3-1-4,30,17,-,ANTONIO SERGIO KIMUS BRAZ,0,ANTONIO SERGIO KIMUS BRAZ,0
BACHARELADO EM CIÊNCIAS BIOLÓGICAS,DA1NHT1059-15SA,MORFOFISIOLOGIA HUMANA II A1-Matutino (SA),"terça das 10:00 às 12:00, semanal ; sexta das 08:00 às 10:00, semanal","sexta das 10:00 às 12:00, semanal",SA,Matutino,4-2-4,30,5,-,MARCELA SORELLI CARNEIRO RAMOS,0,MARCELA SORELLI CARNEIRO RAMOS,0
BACHARELADO EM CIÊNCIAS BIOLÓGICAS,NA1NHT1059-15SA,MORFOFISIOLOGIA HUMANA II A1-Noturno (SA),"terça das 21:00 às 23:00, semanal ; sexta das 19:00 às 21:00, semanal","sexta das 21:00 às 23:00, semanal",SA,Noturno,4-2-4,30,0,-,JOSE MARCOS SANCHES JUNIOR,0,JOSE MARCOS SANCHES JUNIOR,0
BACHARELADO EM CIÊNCIAS BIOLÓGICAS,DA1NHT1071-15SA,PRÁTICAS DE ECOLOGIA A1-Matutino (SA),,"terça das 08:00 às 10:00, semanal ; quinta das 10:00 às 12:00, semanal",SA,Matutino,1-3-4,30,0,-,MARCIO DE SOUZA WERNECK,0,MARCIO DE SOUZA WERNECK,0
BACHARELADO EM CIÊNCIAS BIOLÓGICAS,NA1NHT1071-15SA,PRÁTICAS DE ECOLOGIA A1-Noturno (SA),,"terça das 19:00 às 21:00, semanal ; quinta das 21:00 às 23:00, semanal",SA,Noturno,1-3-4,30,0,SIM,ANDRE ETEROVIC,0,ANDRE ETEROVIC,0
CURSO,CÓDIGO DE TURMA,TURMA,TEORIA,PRÁTICA,CAMPUS,TURNO,T-P-E-I,VAGAS TOTAIS,VAGAS REMANESCENT ES,TURMAS ALTA DEMANDA,DOCENTE TEORIA,DOCENTE TEORIA 2,DOCENTE PRÁTICA,DOCENTE PRÁTICA 2
BACHARELADO EM CIÊNCIAS BIOLÓGICAS,DA1NHT1049-15SA,TRABALHO DE CONCLUSÃO DE CURSO EM BIOLOGIA A1-Matutino (SA),"quinta das 08:00 às 10:00, semanal",,SA,Matutino,2-0-2,30,27,-,EDLLEY MAX PESSOA DA SILVA,0,0,0
BACHARELADO EM CIÊNCIAS BIOLÓGICAS,NA1NHT1049-15SA,TRABALHO DE CONCLUSÃO DE CURSO EM BIOLOGIA A1-Noturno (SA),"quinta das 19:00 às 21:00, semanal",,SA,Noturno,2-0-2,30,24,-,SIMONE RODRIGUES DE FREITAS,0,0,0
BACHARELADO EM CIÊNCIAS BIOLÓGICAS,DA1NHBB001-23SA,ZOOLOGIA: ORIGEM E DIVERSIFICAÇÃO DE METAZOA A1-Matutino (SA),"segunda das 08:00 às 10:00, semanal","quarta das 08:00 às 12:00, semanal",SA,Matutino,2-4-3,30,10,-,ALBERTO JOSE ARAB OLAVARRIETA,0,ALBERTO JOSE ARAB OLAVARRIETA,0
BACHARELADO EM CIÊNCIAS BIOLÓGICAS,NA1NHBB001-23SA,ZOOLOGIA: ORIGEM E DIVERSIFICAÇÃO DE METAZOA A1-Noturno (SA),"segunda das 19:00 às 21:00, semanal","quarta das 19:00 às 23:00, semanal",SA,Noturno,2-4-3,30,0,-,TIAGO FERNANDES CARRIJO,0,TIAGO FERNANDES CARRIJO,0
BACHARELADO EM CIÊNCIAS E HUMANIDADES,DA4BIS0005-15SB,BASES COMPUTACIONAIS DA CIÊNCIA A4-Matutino (SB),,"quinta das 10:00 às 12:00, semanal",SB,Matutino,0-2-2,30,0,-,0,0,MARCELO BUSSOTTI REYES,0
BACHARELADO EM CIÊNCIAS E HUMANIDADES,NA4BIS0005-15SB,BASES COMPUTACIONAIS DA CIÊNCIA A4-Noturno (SB),,"quinta das 21:00 às 23:00, semanal",SB,Noturno,0-2-2,30,0,-,0,0,JOAO RICARDO SATO,0
BACHARELADO EM CIÊNCIAS E HUMANIDADES,DA5BIS0005-15SB,BASES COMPUTACIONAIS DA CIÊNCIA A5-Matutino (SB),,"quinta das 10:00 às 12:00, semanal",SB,Matutino,0-2-2,30,0,-,0,0,RODRIGO PAVAO,0
BACHARELADO EM CIÊNCIAS E HUMANIDADES,NA5BIS0005-15SB,BASES COMPUTACIONAIS DA CIÊNCIA A5-Noturno (SB),,"quinta das 21:00 às 23:00, semanal",SB,Noturno,0-2-2,30,0,-,0,0,MARCELO BUSSOTTI REYES,0
BACHARELADO EM CIÊNCIAS E HUMANIDADES,DA6BIS0005-15SB,BASES COMPUTACIONAIS DA CIÊNCIA A6-Matutino (SB),,"quinta das 10:00 às 12:00, semanal",SB,Matutino,0-2-2,30,0,-,0,0,CRISTIANE OTERO REIS SALUM,0
BACHARELADO EM CIÊNCIAS E HUMANIDADES,NA6BIS0005-15SB,BASES COMPUTACIONAIS DA CIÊNCIA A6-Noturno (SB),,"quinta das 21:00 às 23:00, semanal",SB,Noturno,0-2-2,30,0,-,0,0,NASSER ALI DAGHASTANLI,0
BACHARELADO EM CIÊNCIAS E HUMANIDADES,DB4BIS0005-15SB,BASES COMPUTACIONAIS DA CIÊNCIA B4-Matutino (SB),,"quinta das 08:00 às 10:00, semanal",SB,Matutino,0-2-2,30,0,-,0,0,MARCELO BUSSOTTI REYES,0
BACHARELADO EM CIÊNCIAS E HUMANIDADES,NB4BIS0005-15SB,BASES COMPUTACIONAIS DA CIÊNCIA B4-Noturno (SB),,"quinta das 19:00 às 21:00, semanal",SB,Noturno,0-2-2,30,0,-,0,0,JOAO RICARDO SATO,0
BACHARELADO EM CIÊNCIAS E HUMANIDADES,DB5BIS0005-15SB,BASES COMPUTACIONAIS DA CIÊNCIA B5-Matutino (SB),,"quinta das 08:00 às 10:00, semanal",SB,Matutino,0-2-2,30,0,-,0,0,VINICIUS CIFU LOPES,0
BACHARELADO EM CIÊNCIAS E HUMANIDADES,NB5BIS0005-15SB,BASES COMPUTACIONAIS DA CIÊNCIA B5-Noturno (SB),,"quinta das 19:00 às 21:00, semanal",SB,Noturno,0-2-2,30,0,-,0,0,MARCELO BUSSOTTI REYES,0
BACHARELADO EM CIÊNCIAS E HUMANIDADES,DB6BIS0005-15SB,BASES COMPUTACIONAIS DA CIÊNCIA B6-Matutino (SB),,"quinta das 08:00 às 10:00, semanal",SB,Matutino,0-2-2,30,0,-,0,0,CRISTIANE OTERO REIS SALUM,0
BACHARELADO EM CIÊNCIAS E HUMANIDADES,NB6BIS0005-15SB,BASES COMPUTACIONAIS DA CIÊNCIA B6-Noturno (SB),,"quinta das 19:00 às 21:00, semanal",SB,Noturno,0-2-2,30,0,-,0,0,WALTER AMERICO ARELLANO ESPINOZA,0
BACHARELADO EM CIÊNCIAS E HUMANIDADES,DA2BIR0004-15SB,BASES EPISTEMOLÓGICAS DA CIÊNCIA MODERNA A2-Matutino (SB),"quarta das 10:00 às 12:00, semanal ; sexta das 08:00 às 10:00, quinzenal II",,SB,Matutino,3-0-4,90,9,-,RENATO RODRIGUES KINOUCHI,0,0,0
BACHARELADO EM CIÊNCIAS E HUMANIDADES,NA2BIR0004-15SB,BASES EPISTEMOLÓGICAS DA CIÊNCIA MODERNA A2-Noturno (SB),"quarta das 21:00 às 23:00, semanal ; sexta das 19:00 às 21:00, quinzenal II",,SB,Noturno,3-0-4,90,31,-,WILLIAM JOSE STEINLE,0,0,0
BACHARELADO EM CIÊNCIAS E HUMANIDADES,DB2BIR0004-15SB,BASES EPISTEMOLÓGICAS DA CIÊNCIA MODERNA B2-Matutino (SB),"quarta das 08:00 às 10:00, semanal ; sexta das 10:00 às 12:00, quinzenal II",,SB,Matutino,3-0-4,90,45,-,RENATO RODRIGUES KINOUCHI,0,0,0
BACHARELADO EM CIÊNCIAS E HUMANIDADES,NB2BIR0004-15SB,BASES EPISTEMOLÓGICAS DA CIÊNCIA MODERNA B2-Noturno (SB),"quarta das 19:00 às 21:00, semanal ; sexta das 21:00 às 23:00, quinzenal II",,SB,Noturno,3-0-4,90,32,-,WILLIAM JOSE STEINLE,0,0,0
BACHARELADO EM CIÊNCIAS E HUMANIDADES,DA3BIS0003-15SB,BASES MATEMÁTICAS A3-Matutino (SB),"segunda das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, semanal",,SB,Matutino,4-0-0,90,0,-,CLAUDIA CORREA DE ANDRADE OLIVEIRA,0,0,0
CURSO,CÓDIGO DE TURMA,TURMA,TEORIA,PRÁTICA,CAMPUS,TURNO,T-P-E-I,VAGAS TOTAIS,VAGAS REMANESCENT ES,TURMAS ALTA DEMANDA,DOCENTE TEORIA,DOCENTE TEORIA 2,DOCENTE PRÁTICA,DOCENTE PRÁTICA 2
BACHARELADO EM CIÊNCIAS E HUMANIDADES,NA3BIS0003-15SB,BASES MATEMÁTICAS A3-Noturno (SB),"segunda das 21:00 às 23:00, semanal ; quinta das 19:00 às 21:00, semanal",,SB,Noturno,4-0-0,90,0,-,JEAN CARLOS NAKASATO,0,0,0
